,name_eng,city_eng,country_eng,latitude,longitude
7271,Echterdingen,Stuttgart,Germany,48.689878,9.221964
7272,Sonoma County,Santa Rosa,United States,38.508989,-122.812875
7273,Cyril E King Airport,"Charlotte Amalie, St Thomas",US Virgin Islands,18.337306,-64.973361
7274,Santa Cruz,Santa Cruz,Belize,18.267,-88.467
7275,Surat,Surat,India,21.114061,72.741792
7276,Stavropol,Stavropol,Russian Federation,45.109165,42.112778
7277,Alex Hamilton,St Croix Island,US Virgin Islands,17.701556,-64.801722
7278,Salto,Salto,Uruguay,-31.438481,-57.985294
7279,Confresa,Santa Terezinha,Brazil,-10.464719,-50.518612
7280,Witham Field,Stuart,United States,27.1817,-80.221294
7281,Juanda,Surabaya,Indonesia,-7.379831,112.786858
7282,Schloredt,Sundance,United States,44.4,-104.3666667
7283,Stroud,Stroud,United States,35.789583,-96.655667
7284,Door County,Sturgeon Bay,United States,44.843667,-87.421556
7285,S Eufemia,Lamezia-terme,Italy,38.905394,16.242269
7286,Surigao,Surigao,Philippines,9.757567,125.479328
7287,Sur,Sur,Oman,22.535556,59.476111
7288,Babusheri,Sukhumi,Georgia,42.867,41.117
7289,Satu Mare,Satu Mare,Romania,47.703275,22.8857
7290,Samcheok,Samcheok,Korea (South),37.45,129.133
7291,Sui,Sui,Pakistan,28.645142,69.176917
7292,Municipal,Sumter,United States,33.995026,-80.361329
7293,Sun Valley,Sun Valley,United States,43.503778,-114.295556
7294,Sun River,Sun River,United States,43.876333,-121.453056
7295,Trunojoyo,Sumenep,Indonesia,-7.067,113.933
7296,Sucua,Sucua,Ecuador,-2.467,-78.167
7297,Summer Beaver,Summer Beaver,Canada,52.708611,-88.541946
7298,Spirit Of St Louis,St Louis,United States,38.662111,-90.652056
7299,Sumbawanga,Sumbawanga,Tanzania,-7.967,31.667
7300,Travis AFB,Fairfield,United States,38.262667,-121.9275
7301,Nausori,Suva,Fiji,-18.043267,178.559228
7302,Richard I Bong Arpt,Superior,United States,46.689718,-92.094655
7303,Sioux Gateway,Sioux City,United States,42.402603,-96.384367
7304,Sudureyri,Sudureyri,Iceland,66.133,-23.55
7305,Suria,Suria,Papua New Guinea,-9.033,147.45
7306,Savoonga,Savoonga,United States,63.685846,-170.496692
7307,Sambava,Sambava,Madagascar,-14.278611,50.174721
7308,Grant County,Silver City,United States,32.636547,-108.156385
7309,E. T. Joshua,St Vincent,Saint Vincent and the Grenadines,13.144444,-61.210833
7310,Susanville,Susanville,United States,40.375694,-120.572694
7311,Save,Save,Benin,8.018056,2.464444
7312,Sola,Stavanger,Norway,58.876778,5.637856
7313,Municipal,Statesville,United States,35.764996,-80.953896
7314,San Vicente,San Vicente,Colombia,2.15,-74.766667
7315,Helle,Svolvaer,Norway,68.243333,14.669167
7316,Silver Creek,Silver Creek,Belize,16.733,-88.333
7317,Savonlinna,Savonlinna,Finland,61.943064,28.945136
7318,Hunter AAF,"Savannah, GA",United States,32.010019,-81.145988
7319,Sheremetyevo,Moscow,Russian Federation,55.972642,37.414589
7320,Kuito (Silva Porto),Kuito,Angola,-12.404633,16.947414
7321,San Pablo,Sevilla,Spain,37.418,-5.893106
7322,Svay Rieng,Svay Rieng,Cambodia,11.1,105.783
7323,Stevens Village,Stevens Village,United States,66.017061,-149.054369
7324,Savuti,Savuti,Botswana,-18.61666667,24.06666667
7325,Savusavu,Savusavu,Fiji,-16.802778,179.340556
7326,San Salvador De,San Salvador De,Venezuela,7,-62
7327,Sparrevohn AFS,Sparrevohn,United States,61.097208,-155.574775
7328,Koltsovo International Airport,Ekaterinburg,Russian Federation,56.743108,60.802728
7329,Savo,Savo,Solomon Islands,-9.167,159.833
7330,San Antonio,San Antonio,Venezuela,7.840831,-72.439742
7331,Shantou,Shantou,China,23.426944,116.761944
7332,Shaw River,Shaw River,Australia,-21.510278,119.361944
7333,Stawell,Stawell,Australia,-37.071667,142.740556
7334,Seward,Seward,United States,60.126938,-149.418812
7335,Siwea,Siwea,Papua New Guinea,-6.283,147.567
7336,Stewart,Newburgh,United States,41.504111,-74.104833
7337,Satwag,Satwag,Papua New Guinea,-6.133,147.267
7338,Swan Hill,Swan Hill,Australia,-35.375833,143.532778
7339,Gypsy,Swindon,United Kingdom,51.483,-1.733
7340,South West Bay,South West Bay,Vanuatu,-16.495,167.438
7341,Segrate,Milan,Italy,45.5,9.5
7342,Spanish Wells,Spanish Wells,Bahamas,25.544,-76.749
7343,Suia-Missu,Suia-Missu,Brazil,-11.671667,-51.434722
7344,Sahiwal,Sahiwal,Pakistan,31.889444,72.309167
7345,Searcy Fld,Stillwater,United States,36.161222,-97.085694
7346,Swakopmund,Swakopmund,Namibia,-22.658331,14.566667
7347,Brang Bidji,Sumbawa,Indonesia,-8.489039,117.412119
7348,Silur,Silur,Papua New Guinea,-4.517,153.05
7349,Fairwood Comm,Swansea,United Kingdom,51.605333,-4.067833
7350,Strzhewoi,Strzhewoi,Russian Federation,60.709444,77.66
7351,Suwon,Suwon,Korea (South),37.239406,127.007053
7352,Shikarpur,Shikarpur,Pakistan,27.95,68.633
7353,Sweetwater,Sweetwater,United States,32.467363,-100.466564
7354,Shakawe,Shakawe,Botswana,-18.373056,21.835556
7355,Sitiawan,Sitiawan,Malaysia,4.216389,100.698611
7356,Sydney West,Sydney,Australia,-33.883,150.717
7357,Sialum,Sialum,Papua New Guinea,-6.083,147.6
7358,Entzheim,Strasbourg,France,48.543611,7.637222
7359,Avalo Vor/WP,Catalina Island,United States,-21.58333333,-67.58333333
7360,Sophia Antipolis,Sophia Antipolis,France,43.617,7.05
7361,Sale,Sale,Australia,-38.091667,146.965278
7362,Schoenefeld,Berlin,Germany,52.380001,13.5225
7363,Senanga,Senanga,Zambia,-16.1,23.267
7364,Sehulea,Sehulea,Papua New Guinea,-9.967,151.15
7365,Sirri Island,Sirri Island,Iran,25.908869,54.5394
7366,Shanshan,Shanshan,China,42.911667,90.2475
7367,Saumlaki,Saumlaki,Indonesia,-7.988611,131.30611
7368,Collooney,Sligo,Ireland,54.280214,-8.599208
7369,Princess Juliana International,"Philipsburg, St. Maarten",Netherlands,18.040953,-63.1089
7370,Suapan,Suapan,Botswana,-20.553361,26.115778
7371,Sao Felix Do Araguaia,Sao Felix Do Araguaia,Brazil,-11.632408,-50.689575
7372,Sheldon SPB,Sheldon Point,United States,62.520556,-164.847778
7373,Soldotna,Soldotna,United States,60.474958,-151.038239
7374,Srinagar,Srinagar,India,33.987139,74.77425
7375,Sahabat 16,Sahabat 16,Malaysia,5.089444,119.087778
7376,Taman Negara,Taman Negara,Malaysia,4.317,102.383
7377,Soddu,Soddu,Ethiopia,6.833,37.767
7378,Salem,Salem,India,11.783314,78.065606
7379,Sauren,Sauren,Norway,-5.967,148.95
7380,Sao Felix Do Xingu,Sao Felix Do Xingu,Brazil,-6.641286,-51.952347
7381,Sidney,Sidney,United States,42.30258,-75.415956
7382,Siirt,Siirt,Turkey,37.978886,41.840436
7383,Shemya AFB,Shemya,United States,52.712275,174.113619
7384,Seal Bay,Seal Bay,United States,58.16666667,-152.5
7385,Shiringayoc,Shiringayoc,Peru,-11.9,-69.167
7386,Kingsford Smith,Sydney,Australia,-33.946111,151.177222
7387,Sadah,Sadah,Yemen,16.967,43.733
7388,Silva Bay,Silva Bay,Colombia,49.15,-123.7
7389,Spitsberg,Svalbard,Norway,78,20
7390,Syangboche,Syangboche,Nepal,27.810556,86.711944
7391,Bomar Field,Shelbyville,United States,35.559389,-86.442472
7392,Sirjan,Sirjan,Iran,29.550933,55.672708
7393,Stykkisholmur,Stykkisholmur,Iceland,65.058055,-22.794167
7394,Roberts AAF,San Miguel,Canada,35.814966,-120.743785
7395,Simao,Simao,China,22.793333,100.959444
7396,Carleton,Stanton,United States,44.475522,-93.016322
7397,Shonai,Shonai,Japan,38.812222,139.787222
7398,Santiago,Santiago,Paraguay,8.085597,-80.945253
7399,Syracuse Hancock International Airport,Syracuse,United States,43.111187,-76.106311
7400,Yeosu,Suncheon,Korea (South),34.85,127.6
7401,Charolais Bourgogne S.,Saint Yan,France,46.406492,4.021097
7402,Warraber Island,Sue Island,Australia,-10.2075,142.823889
7403,Sylvester,Sylvester,United States,31.556389,-83.894167
7404,Sehwen Sharif,Sehwen Sharif,Liberia,6.283333333,-8.283333333
7405,Fenghuang International (Phoenix International),Sanya,China,18.302892,109.412269
7406,Stornoway,Stornoway,United Kingdom,58.215556,-6.331111
7407,Shiraz,Shiraz,Iran,29.539242,52.589786
7408,Soyo,Soyo,Angola,-6.141086,12.371764
7409,Sultan Abdul Aziz Shah,Kuala Lumpur,Malaysia,3.130583,101.549333
7410,Guanacaste,Santa Cruz,Costa Rica,10.267,-85.6
7411,Sheffield City Airport,Sheffield,United Kingdom,53.394256,-1.388486
7412,Semera Airport,Semera,Malaysia,1.55,110.6666667
7413,Carsamba,Samsun,Turkey,41.254481,36.567106
7414,W. A. Mozart,Salzburg,Austria,47.793304,13.004333
7415,Senipah,Senipah,Indonesia,-0.95,117.15
7416,Zaisan,Zaisan,Kazakhstan,47.4872,84.8873
7417,Siguanea,Siguanea,Cuba,21.65,-82.95
7418,Skukuza,Skukuza,South Africa,-24.960944,31.588731
7419,Whiteman AFB,Warrensburg,United States,38.730291,-93.54799
7420,Sesriem,Sesriem,Namibia,0,0
7421,Santa Cruz Island,Santa Barbara,Colombia,34.060558,-119.91513
7422,Shanzhou,Shanzhou,China,22.067,113.383
7423,Oxnard,Santa Paula,United States,34.346974,-119.061665
7424,Saenz Pena,Saenz Pena,Argentina,-26.815833,-60.448333
7425,Stara Zagora,Stara Zagora,Bulgaria,42.376667,25.655195
7426,Stewart Island,Stewart Island,New Zealand,-46.899722,168.101944
7427,San Cristobal Airport,S.Cristobal deL Casas,Mexico,16.690269,-92.530056
7428,Segou,Segou,Mali,13.4,-6.15
7429,Suzhou,Suzhou,China,31.263056,120.400556
7430,Parchim Airport,Schwerin,Germany,53.426997,11.783436
7431,Shenzhen,Shenzhen,China,22.639258,113.810664
7432,Mazury,Szymany,Poland,53.481858,20.937692
7433,Goleniow,Szczecin,Poland,53.584731,14.902206
7434,Tarapaina,Tarapaina,Solomon Islands,-9.367,161.2
7435,Crown Point Airport,Tobago,Trinidad And Tobago,11.149722,-60.832222
7436,D.Z. Romualdez,Tacloban,Philippines,11.227628,125.027758
7437,Las Animas,Trinidad,United States,37.259378,-104.340675
7438,Daegu,Daegu,Korea (South),35.894108,128.658855
7439,Tafaraoui,Oran,Algeria,35.542444,-0.532278
7440,Tagbilaran,Tagbilaran,Philippines,9.664081,123.853247
7441,Tanna,Tanna,Vanuatu,-19.455,169.223333
7442,Al Janad,Taiz,Yemen,13.685964,44.139056
7443,Tadji,Aitape,Papua New Guinea,-3.183,142.417
7444,Takamatsu,Takamatsu,Japan,34.214167,134.015556
7445,Ralph Calhoun,Tanana,United States,65.174395,-152.109389
7446,Gen F Javier Mina,Tampico,Mexico,22.29645,-97.865931
7447,Tangalooma,Tangalooma,Australia,-27.1375,153.364167
7448,Qingdao,Qingdao,China,36.266108,120.374436
7449,Tapachula International,Tapachula,Mexico,14.794339,-92.370025
7450,Tarcoola,Tarcoola,Australia,-30.702778,134.582778
7451,M. A. Grottag,Taranto,Italy,40.517514,17.403212
7452,Yuzhny,Tashkent,Uzbekistan,41.257861,69.281186
7453,Poprad/tatry,Poprad,Slovakia,49.073594,20.241142
7454,Tauramena,Tauramena,Colombia,5.017,-72.733
7455,Tau,Tau,American Samoa,-14.229167,-169.511111
7456,Tacuarembo,Tacuarembo,Uruguay,-31.749031,-55.925758
7457,Taliabu,Taliabu,Indonesia,-1.617,124.55
7458,Tartu,Tartu,Estonia,58.307461,26.690428
7459,Dashoguz,Dashoguz,Turkmenistan,41.761111,59.826667
7460,Tabibuga,Tabibuga,Papua New Guinea,-5.583,144.683
7461,Tuy Hoa,Tuy Hoa,Vietnam,13.04955,109.333706
7462,Tuba City,Tuba City,Gambia,36.092639,-111.383083
7463,Timbiqui,Timbiqui,Colombia,2.767,-77.667
7464,Timbunke,Timbunke,Papua New Guinea,-4.2,143.517
7465,Tabiteuea North,Tabiteuea North,Kiribati,-1.224469,174.775614
7466,Tabubil,Tabubil,Papua New Guinea,-5.278611,141.225833
7467,Romblon,Tablas,Philippines,12.310986,122.084503
7468,New Bright,The Bight,Bahamas,24.3,-75.45
7469,Tabarka,Tabarka,Tunisia,36.98,8.876944
7470,Timber Creek,Timber Creek,New Zealand,-15.620278,130.447778
7471,Tableland,Tableland,Australia,-17.295556,126.912778
7472,Tumbang Samba,Tumbang Samba,Indonesia,-3.25,112.583
7473,Forney AAF,Fort Leonard Wood,United States,37.741631,-92.140736
7474,Tabora,Tabora,Tanzania,-5.076389,32.833333
7475,Tumbes,Tumbes,Peru,-3.552528,-80.381356
7476,Tarabo,Tarabo,Sudan,12.3,22.75
7477,Statesboro-Bulloch County Airport,"Statesboro, GA",United States,32.482737,-81.73694
7478,Lochini (novo Alexeyevka),Tbilisi,Georgia,41.669167,44.954722
7479,Internacional,Tabatinga,Brazil,-4.255669,-69.935828
7480,Tabal,Tabal,Chile,10.033,169.983
7481,Tambov,Tambov,Russian Federation,52.806111,41.482778
7482,Taabo,Taabo,Cote D&#039;Ivoire,6.233333333,-5.133333333
7483,Tsabong,Tsabong,Botswana,-26.034167,22.401389
7484,Tabriz,Tabriz,Iran,38.133889,46.235
7485,Tennant Creek,Tennant Creek,Australia,-19.634444,134.183333
7486,Treasure Cay,"Treasure Cay, Ibaco Islands",Bahamas,26.745336,-77.391269
7487,Tucumcari,Tucumcari,United States,35.182778,-103.603185
7488,Tarapaca,Tarapaca,Colombia,-2.867,-69.733
7489,Tulcea,Tulcea,Romania,45.062486,28.714311
7490,Tocoa,Tocoa,Honduras,15.65,-85.983
7491,Tacheng,Tacheng,China,46.6725,83.340833
7492,Tchibanga,Tchibanga,Gabon,-2.85,11.017
7493,Torembi Airport,Torembi,Papua New Guinea,-4.016666667,143.1333333
7494,Tinboli Airport,Tinboli,Papua New Guinea,-4.1,143.3833333
7495,Van De Graaf,Tuscaloosa,United States,33.220627,-87.611401
7496,McChord AFB,"Tacoma, WA",United States,47.137678,-122.476475
7497,Tehuacan,Tehuacan,Mexico,18.497189,-97.419942
7498,La Florida,Tumaco,Colombia,1.814294,-78.749344
7499,Taba International,Taba,Egypt,29.587778,34.778056
7500,Tacna,Tacna,Peru,-18.053333,-70.275833
7501,Tuticorin,Tuticorin,India,8.783333333,78.13333333
7502,Municipal,Truth Or Consequences,United States,33.236944,-107.27175
7503,Takotna,Takotna,United States,62.992704,-156.06819
7504,Thaba Nchu,Thaba Nchu,South Africa,-29.318056,26.823056
7505,Tete,Tete,Mozambique,-15.91472222,33.15888889
7506,Tocumwal,Tocumwal,Australia,-35.811667,145.608056
7507,Tabas,Tabas,Iran,33.66775,56.892675
7508,Terrace Bay,Terrace Bay,Canada,37.689,-121.441611
7509,Trinidad,Trinidad,Colombia,5.432778,-71.6625
7510,Tetabedi,Tetabedi,Kiribati,-9.2,148.083
7511,Trinidad,Trinidad,Bolivia,-14.818739,-64.918019
7512,Tandag,Tandag,Philippines,9.072111,126.171444
7513,Tadjoura,Tadjoura,Djibouti,11.783,42.917
7514,Taldy-Kurgan,Taldy-Kurgan,Kazakhstan,45.1225,78.4425
7515,Tandil,Tandil,Argentina,-37.237392,-59.227922
7516,Theda Station,Theda,Turkey,38.08638889,27.73777778
7517,Winlock,Toledo,Colombia,46.477168,-122.806479
7518,Theodore,Theodore,United Kingdom,-24.986667,150.093056
7519,Sasereme,Sasereme,Papua New Guinea,0,0
7520,Tanda Tula,Tanda Tula,South Africa,-24.533,31.3
7521,Tanandava,Tanandava,Madagascar,-21.7,43.733
7522,Tradewind,Amarillo,United States,35.169889,-101.825861
7523,Trat,Trat,Thailand,12.274572,102.318958
7524,Toledo,Toledo,United States,41.564944,-83.482222
7525,Tela,Tela,Honduras,15.775864,-87.475847
7526,Teterboro,Teterboro,United States,40.850101,-74.060836
7527,Telemaco Borba,Telemaco Borba,Brazil,-24.317775,-50.651592
7528,Thisted,Thisted,Denmark,57.0688,8.705224
7529,Tbessa,Tbessa,Algeria,35.4325,8.125556
7530,Telfer,Telfer,Australia,-21.715,122.228611
7531,Tenkodogo,Tenkodogo,Burkina Faso,11.802222,-0.371389
7532,Tetlin,Tetlin,United States,63.13388888,-142.5194444
7533,Tezu,Tezu,India,27.941225,96.134447
7534,Tatitlek,Tatitlek,United States,60.872389,-146.691167
7535,Telupid,Telupid,Malaysia,5.628611,117.125556
7536,Temora,Temora,Australia,-34.421389,147.511667
7537,Tongren,Tongren,China,27.884,109.31
7538,Terapo,Terapo,Papua New Guinea,-8.167,146.183
7539,Teptep,Teptep,Papua New Guinea,-5.95,146.567
7540,Corlu,Tekirdag,Turkey,41.13825,27.919094
7541,Lajes Ab,Terceira Island,Portugal,38.761842,-27.090797
7542,Tessenei,Tessenei,Eritrea,15.117,36.683
7543,Matundo,Tete,Mozambique,-16.104817,33.640181
7544,Manapouri,Te Anau,New Zealand,-45.533056,167.65
7545,Tohid,Tohid,Madagascar,42.565778,-84.423194
7546,Telluride,Telluride,United States,37.953759,-107.90848
7547,Thingeyri,Thingeyri,Iceland,65.870278,-23.56
7548,Salonibari,Tezpur,India,26.709139,92.784739
7549,Tifalmin,Tifalmin,Papua New Guinea,-5.1,141.4666667
7550,Taormina Harbour,Taormina,Italy,37.85,15.28333333
7551,Tefe,Tefe,Brazil,-3.382944,-64.724056
7552,Tufi,Tufi,Papua New Guinea,-9.067,149.317
7553,Teofilo Otoni,Teofilo Otoni,Brazil,-17.892319,-41.513617
7554,Telefomin,Telefomin,Papua New Guinea,-5.117,141.633
7555,Tenerife Norte (Los Rodeos),Tenerife,Spain,28.482653,-16.341536
7556,Ramadan,Ramadan,Egypt,30.3,31.75
7557,Sur Reina Sofia,Tenerife,Spain,28.044475,-16.572489
7558,Taftan,Taftan,Sweden,28.967,61.6
7559,Tarfaya,Tarfaya,Morocco,27.95,-12.917
7560,Tagbita,Tagbita,Philippines,8.677222222,117.3380556
7561,Golubovci,Podgorica,Montenegro,42.359392,19.251894
7562,Sharpe Field,Tuskegee,United States,32.460472,-85.680028
7563,Tignes,Tignes,France,45.5,6.917
7564,Sultan Mahmood,Kuala Terengganu,Malaysia,5.382639,103.10336
7565,Tongoa,Tongoa,Vanuatu,-16.891111,168.551389
7566,Tingo Maria,Tingo Maria,Peru,-9.289167,-76.005
7567,Tiga,Tiga,Montenegro,-21.096111,167.803889
7568,Tagula,Tagula,Papua New Guinea,-11.333,153.2
7569,Transilvania,Tirgu Mures,Romania,46.46735,24.424731
7570,La Trobe  Regional,Traralgon,Australia,-38.207222,146.470278
7571,Tongliao,Tongliao,China,43.556667,122.199722
7572,Tangara da Serra,Tangara da Serra,Brazil,-6.183333333,-35.81666667
7573,Touggourt,Touggourt,Algeria,33.059999,6.087222
7574,Chokwe,Chokwe,Mozambique,-24.520556,32.965277
7575,Tanga,Tanga,Tanzania,-5.092358,39.071158
7576,Toncontin,Tegucigalpa,Honduras,14.060883,-87.217197
7577,Targovishte,Targovishte,Burkina Faso,42.417,24.5
7578,Tingrela,Tingrela,Cote D&#039;Ivoire,10.45,-6.4
7579,Llano San Juan,Tuxtla Gutierrez,Mexico,16.571389,-93.032222
7580,Tullahoma/William Northern Field,"Tullahoma, TN",United States,35.380016,-86.24669
7581,Thaba-Tseka,Thaba-Tseka,Lesotho,-29.522778,28.615833
7582,Tchien,Tchien,Liberia,6.067665,-8.133455
7583,Senador Petrфnio Portella,Teresina,Brazil,-5.059942,-42.823478
7584,Tempelhof,Berlin,Germany,52.48972222,13.41666667
7585,Thangool,Thangool,Australia,-24.493889,150.576111
7586,Taharoa,Taharoa,New Zealand,-38.181111,174.708056
7587,Tichitt,Tichitt,Mauritania,18.45,-9.517
7588,Thakhek,Thakhek,Thailand,17.4,104.8
7589,Tachilek,Tachilek,Myanmar,20.483831,99.935353
7590,Thompsonfield,Thompsonfield,United States,47.5735,-115.280667
7591,Trollhattan,Trollhattan,Sweden,58.318056,12.345
7592,Thorshofn,Thorshofn,Iceland,66.218333,-15.334722
7593,Hot Springs,Thermopolis,United States,43.658289,-108.213154
7594,Mehrabad/ghaleh Morghi,Tehran,Iran,35.689167,51.313416
7595,Sukhothai,Sukhothai (sawankolok),Thailand,17.237992,99.818183
7596,Tamchakett,Tamchakett,Mauritania,17.233,-10.817
7597,Pituffik,Pituffik,Greenland,76.531203,-68.703161
7598,York Airport,York,United States,39.917,-76.873028
7599,Thohoyandou,Thohoyandou,Egypt,-22.967,30.483
7600,Tahoua,Tahoua,Niger,14.875658,5.265358
7601,Rinas Mother Teresa,Tirana,Albania,41.414742,19.720561
7602,Tibu,Tibu,Colombia,8.634167,-72.733889
7603,Tinak Island,Tinak Island,Marshall Islands,7.133333,171.916667
7604,Bouchekif Abde Al-hafidh Boussof,Tiaret,Senegal,35.341389,1.466944
7605,Tippi,Tippi,Ethiopia,7.117,35.383
7606,Taif,Taif,Saudi Arabia,21.483418,40.544334
7607,Tingwon,Tingwon,Papua New Guinea,-2.6,149.7
7608,Tikehau Atoll,Tikehau Atoll,French Polynesia,-15.119617,-148.230697
7609,Tirinkot,Tirinkot,Afghanistan,32.6,65.864
7610,General A. L. Rodriguez Intl,Tijuana,Mexico,32.541064,-116.970158
7611,Tinker AFB,Oklahoma City,United States,35.41474,-97.386633
7612,Inverlake,Inverlake,Canada,50.5,-1.033333333
7613,Timika,Tembagapura,Indonesia,-4.528275,136.887375
7614,Tindouf,Tindouf,Algeria,27.7,-8.166667
7615,Tilin,Tilin,Myanmar,21.7,94.1
7616,International,Tripoli,Libya,32.663544,13.159011
7617,Tinian,Tinian,Northern Mariana Islands,14.999203,145.61935
7618,Tirupati,Tirupati,India,13.632492,79.543256
7619,Thursday Island,Thursday Island,Australia,-10.586389,142.29
7620,Timaru,Timaru,New Zealand,-44.302778,171.225278
7621,Tivat,Tivat,Montenegro,42.404664,18.723286
7622,Industrial,Tacoma,United States,47.267944,-122.578111
7623,Space Center Exect.,Titusville,United States,28.5148,-80.799228
7624,Tidjikja,Tidjikja,Mauritania,18.570103,-11.423547
7625,Tari,Tari,Papua New Guinea,-5.845,142.948
7626,Tarija,Tarija,Bolivia,-21.555736,-64.701325
7627,Tanjung Balai,Tanjung Balai,Indonesia,1.05,103.383
7628,Ticantiki,Ticantiki,Panama,9.416666667,-78.48333333
7629,Tanjung Warukin,Tanjung Warukin,Indonesia,-2.216556,115.436333
7630,Tajima,Toyooka,Japan,35.512778,134.786944
7631,Capiro,Trujillo,Honduras,15.926847,-85.93825
7632,Tokat,Tokat,Turkey,40.306281,36.371089
7633,Roschino,Tyumen,Russian Federation,57.189567,65.324299
7634,Takume,Takume,French Polynesia,-15.81666667,-1.2
7635,Bulutumbang,Tanjung Pandan,Indonesia,-2.745722,107.754917
7636,Tanjung Selor,Tanjung Selor,Indonesia,2.836406,117.373675
7637,Thanjavur,Thanjavur,India,10.722428,79.101567
7638,Talkeetna,Talkeetna,United States,62.3205,-150.093694
7639,Tekadu,Tekadu,Papua New Guinea,-7.65,146.55
7640,Tiko,Tiko,Cameroon,4.089191,9.360528
7641,Takoradi,Takoradi,Ghana,4.896056,-1.774756
7642,Tenakee SPB,Tenakee Springs,United States,57.779658,-135.218444
7643,Truckee-Tahoe,"Truckee, CA",United States,39.320042,-120.139563
7644,Branti,Bandar Lampung,Indonesia,-5.242339,105.178939
7645,Nakhon Sawan,Takhli,Thailand,15.277306,100.295861
7646,Tokeen,Tokeen,United States,55.937133,-133.32672
7647,Tok,Tok,United States,63.295483,-143.006117
7648,Truk,Truk,Federated States of Micronesia,7.461892,151.843021
7649,Taku SPB,Taku Lodge,United States,58.489683,-133.943421
7650,El Peten,Tikal,Guatemala,17.21666667,-89.63333333
7651,Tokunoshima,Tokunoshima,Japan,27.836381,128.881252
7652,Tlokoeng,Tlokoeng,Lesotho,-29.233,28.883
7653,Takapoto,Takapoto,French Polynesia,-14.71,-145.247778
7654,Kigoma,Kigoma,Tanzania,-4.886389,29.670833
7655,Thakurgaon,Thakurgaon,Bangladesh,26.016389,88.403611
7656,Tokushima,Tokushima,Japan,34.132808,134.606639
7657,Tak,Tak,Thailand,16.895989,99.25335
7658,Turku,Turku,Finland,60.514142,22.262808
7659,Tatakoto,Tatakoto,French Polynesia,-17.355278,-138.445
7660,Tekin,Tekin,Papua New Guinea,-5.233,142.15
7661,Takaroa,Takaroa,French Polynesia,-14.455833,-145.026389
7662,Turkey Creek,Turkey Creek,Australia,-17.040833,128.205833
7663,Tokoroa,Tokoroa,New Zealand,-38.236667,175.891944
7664,Teller,Teller,United States,65.240379,-166.33934
7665,Tarbela,Tarbela,Pakistan,33.986122,72.611397
7666,Licenciado Adolfo Lopez Mateos International,Toluca,Mexico,19.337072,-99.566008
7667,Limpopo Valley,Tuli Block,Botswana,-22.183,29.117
7668,Tulear,Tulear,Madagascar,-23.383369,43.728453
7669,Telida,Telida,United States,63.393873,-153.268973
7670,Tulagi Island,Tulagi Island,Solomon Islands,-9.1,160.15
7671,Tallahassee Regional Airport,Tallahassee,United States,30.396528,-84.350333
7672,Tolitoli,Tolitoli,Indonesia,1.017,120.8
7673,Tatalina AFS,Tatalina,United States,62.89437,-155.976527
7674,Talknafjordur,Talknafjordur,Iceland,65.65,-23.96666667
7675,Ulemiste,Tallinn,Estonia,59.413317,24.832844
7676,Zenata,Tlemcen,Algeria,35.015278,-1.450833
7677,Le Palyvestre,Hyeres,France,43.097344,6.146031
7678,Tol,Tol,Argentina,-4.980833,152.01
7679,Tumolbil,Tumolbil,Papua New Guinea,-4.783,141.017
7680,Mefford Field,"Tulare, CA",United States,36.156583,-119.326556
7681,Blagnac,Toulouse,France,43.635,1.367778
7682,Tuluksak,Tuluksak,United States,61.096833,-160.969472
7683,Tolu,Tolu,Colombia,9.5,-75.583333
7684,Ben Gurion Intl,Tel Aviv Yafo,Israel,32.011389,34.886667
7685,Talasea,Talasea,Morocco,-5.267,150
7686,Talca,Talca,Ethiopia,-35.377825,-71.601681
7687,Catalao,Catalao,Brazil,-18.216833,-47.899664
7688,Henry Tift Myers,"Tifton, GA",United States,31.428981,-83.488545
7689,Tamiami,Miami,United States,25.647889,-80.432778
7690,Tjilik Riwut,Tambolaka,Indonesia,-9.409717,119.244494
7691,Timbedra,Timbedra,Mauritania,16.233,-8.167
7692,Tame,Tame,Colombia,6.451036,-71.759917
7693,Tomanggong,Tomanggong,Malaysia,5.399722,118.646389
7694,Tanahmerah,Tanahmerah,China,-6.1,140.3
7695,Tumling Tar,Tumling Tar,Nepal,27.315,87.193333
7696,Termez,Termez,Uzbekistan,37.286667,67.31
7697,Tamky,Tamky,Vietnam,15.567,108.483
7698,Tamale,Tamale,Ghana,9.557192,-0.863214
7699,Tamatave,Tamatave,Madagascar,-18.109517,49.392536
7700,Tamana Island,Tamana Island,Kiribati,-2.485833,175.97
7701,Tumeremo,Tumeremo,Venezuela,7.249381,-61.528933
7702,Tampere-pirkkala,Tampere,Finland,61.415278,23.587778
7703,Tambao,Tambao,Burkina Faso,14.8,0.05
7704,Aguemar,Tamanrasset,Algeria,22.811111,5.450833
7705,Sao Tome Is,Sao Tome Is,Sao Tome and Principe,0.378175,6.712153
7706,Trombetas,Trombetas,Brazil,-1.4896,-56.396803
7707,Tambor,Tambor,Costa Rica,9.739167,-85.016111
7708,Tamworth Regional Airport,Tamworth,Australia,-31.083889,150.846667
7709,Timimoun,Timimoun,Algeria,29.241111,0.283611
7710,Tiom,Tiom,Indonesia,-3.95,138.433
7711,Thames,Thames,New Zealand,-37.156667,175.550278
7712,Jinan,Jinan,China,36.857214,117.215992
7713,Tanah Grogot,Tanah Grogot,Indonesia,-1.837,-116.064
